,season,week,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,attempts,pass_yards,pass_touchdowns,interceptions,passer_rating,completions,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,avg_air_distance,max_air_distance,passing_drop_pct,passing_bad_throw_pct,times_pressured_pct,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,passing_first_downs,passing_epa,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,draft_number,age,games_played,draft_pos_decay,fpts_gained,fpts_lost,coach_pass_oe,coach_td_prob,coach_home_wp,coach_punt_attempt,coach_first_down,coach_penalty_yards,coach_total_home_epa,coach_total_home_rush_epa,coach_total_home_pass_epa,coach_3d_pct,ffpts,ffpts_target
2679,2023,1,2.9019696969696964,4.224444444444443,4.593749999999999,-0.369305555555556,2.941176470588235,30.752529977223013,-3.0937500000000013,34,177,2,0,107.96568627450982,27,79.41176470588235,71.60956237246009,7.802202333422258,18.236320207547895,36.913978382179295,0.0,0.125,0.108,1.0,177.0,2.0,11.0,2.3555384,94.0,0.0,5.0,-3.2456462,11.0,2.3555384,1.0,0.0,0.0,-0.6033214,75.0,34.779,83.0,0.9036144578313252,,,-17.23515256245931,0.3299207439025243,0.4723743846019109,3.333333333333333,19.0,63.66666666666666,-5.371441304683685,2.5054724688331285,-11.617697874704996,0.4043984437982241,15.08,24.32
2681,2023,1,2.9521891891891894,3.29625,3.251388888888888,0.0448611111111119,2.702702702702702,40.74255269371324,-6.943055555555556,37,216,1,1,78.20945945945947,24,64.86486486486487,75.121655979672,-10.256791114807127,18.46011232766238,40.74255269371324,0.056,0.167,0.188,1.0,216.0,1.0,12.0,-10.998732,122.0,1.0,8.0,-1.8373373,12.0,-10.998732,59.0,0.0,2.0,0.6865093,11.0,24.517,35.0,0.3142857142857143,,,-187.3960361480713,0.3323385218779246,0.4354221746325493,4.166666666666667,19.0,62.16666666666666,-6.5113779703776045,2.6023374795913696,-10.049856583277384,0.3578088656067848,12.64,12.44
2684,2023,1,2.745684210526316,9.2075,10.852162162162164,-1.6446621621621649,13.157894736842104,45.80099234732802,1.2305405405405416,38,334,0,0,91.3377192982456,24,63.1578947368421,61.73108773011911,1.4268070067229957,22.500223906623056,45.80099234732802,0.054,0.27,0.077,1.0,334.0,0.0,17.0,20.679981,92.0,3.0,8.0,0.6943166,17.0,20.679981,11.0,0.0,1.0,0.8680859,1.0,35.589,83.0,0.0120481927710843,,,56.67563629150391,0.3172283073266347,0.4222090542316437,3.6666666666666665,18.166666666666668,56.5,-6.37838214635849,2.579788664976756,-11.614975214004517,0.3799229189753532,13.36,16.28
2692,2023,1,2.936294117647059,4.505,8.816969696969698,-4.311969696969698,26.47058823529412,25.789936021634485,-0.8193939393939389,34,198,0,3,28.79901960784313,16,47.05882352941176,57.38409014747423,-10.325266618062471,22.350809513244812,53.89872354703773,0.091,0.091,0.2,1.0,198.0,0.0,8.0,-12.042962,104.0,0.0,5.0,-1.0869992,8.0,-12.042962,5.0,0.0,0.0,-1.8367609,8.0,35.121,84.0,0.0952380952380952,,,83.6326675415039,0.340319703022639,0.2896157453457514,3.6666666666666665,18.83333333333333,66.16666666666667,-22.15221110979716,3.3415215015411377,-21.678636233011883,0.3665420264005661,7.92,13.84
2698,2023,1,2.6376666666666666,2.291333333333333,3.039444444444444,-0.7481111111111107,5.555555555555555,45.50631714388674,-8.071666666666667,18,115,1,0,111.80555555555556,15,83.33333333333334,79.22443714406755,4.108896189265792,15.564784488897123,45.50631714388674,0.056,0.111,0.273,1.0,115.0,1.0,6.0,-4.45045,130.0,2.0,7.0,-0.59577155,6.0,-4.45045,-1.0,0.0,0.0,0.0,74.0,24.027,18.0,4.111111111111111,,,-102.48246002197266,0.3347006738185882,0.6536949872970581,4.0,19.666666666666668,51.16666666666666,5.2571143706639605,0.306121031443278,2.120787551005681,0.4050264582037925,8.600000000000001,13.48
2703,2023,1,2.3709166666666666,5.24923076923077,6.425416666666667,-1.1761858974358974,16.666666666666664,32.89036485051511,-1.0329166666666665,24,143,0,0,72.0486111111111,13,54.16666666666666,69.56614976127943,-15.39948309461277,18.61718148344564,36.162036723613895,0.167,0.125,0.167,0.88,143.0,0.0,8.0,1.5768304,122.0,3.0,7.0,1.7182066,8.0,4.1784844,6.0,0.0,0.0,0.33684132,135.0,30.116,83.0,1.6265060240963856,,,-186.2062327067057,0.3363968829313914,0.3209422926108042,4.5,19.0,54.5,-18.45921905835469,1.7731522520383198,-17.371120373408,0.4051053151488304,5.72,18.200000000000003
2708,2023,2,2.5857272727272727,6.568750000000001,9.185151515151516,-2.616401515151514,18.181818181818183,52.73663811810533,-0.4815151515151519,33,237,2,0,112.81565656565658,24,72.72727272727273,67.4480635334145,5.279209193858236,21.405803813959373,54.20215862860076,0.061,0.152,0.026,1.0,237.0,2.0,12.0,12.392854,178.0,1.0,11.0,2.8164623,12.0,12.392854,54.0,0.0,3.0,-1.2977396,32.0,26.691,84.0,0.3809523809523809,,,-60.63166809082031,0.3428076406319936,0.371248925725619,3.5,21.33333333333333,41.833333333333336,-8.309725125630697,-6.36792528629303,-9.334157466888428,0.4392017026742299,17.48,8.08
2709,2023,2,2.7840571428571432,7.519285714285713,8.032058823529411,-0.5127731092436978,17.142857142857142,46.59073835001973,0.1202941176470578,35,323,3,1,121.78571428571428,28,80.0,64.75416783775601,15.245832162243984,18.8328721213769,46.59073835001973,0.059,0.059,0.27,1.0,323.0,3.0,17.0,8.152202,102.0,1.0,5.0,-8.643361,17.0,8.152202,0.0,0.0,0.0,,1.0,28.925,84.0,0.0119047619047619,,,13.862884521484377,0.3584354321161906,0.4657770693302154,3.1666666666666665,22.5,43.333333333333336,-5.663463625436028,-2.4427519341309867,-9.281441380580269,0.4076673363645871,24.92,13.72
2710,2023,2,2.694219512195122,3.9686206896551712,6.388499999999999,-2.4198793103448275,17.073170731707318,43.06720329903023,-4.311500000000001,41,305,2,1,98.11991869918698,29,70.73170731707317,71.05182002230389,-0.3201127052307129,19.304872939921577,54.49720176302633,0.05,0.05,0.333,1.0,305.0,2.0,12.0,10.558776,101.0,0.0,7.0,-1.3830941,12.0,10.558776,30.0,0.0,3.0,-2.9916751,10.0,28.0,84.0,0.119047619047619,,,100.54852867126463,0.3311192442973454,0.4883712381124496,4.666666666666667,17.833333333333332,58.833333333333336,-5.59768017133077,-2.556811533868313,-7.960573405027389,0.3437063048283259,20.200000000000003,22.880000000000003
2711,2023,2,2.58392105263158,3.0616129032258064,4.803513513513512,-1.741900610287706,10.526315789473683,33.83406862911996,-3.1964864864864864,38,255,2,0,112.17105263157892,31,81.57894736842105,67.58420224252501,13.994745125896046,18.681635063060007,54.77328728495306,0.0,0.135,0.075,1.0,255.0,2.0,16.0,10.077872,134.0,0.0,8.0,-9.940258,16.0,10.077872,14.0,0.0,2.0,-0.78062516,135.0,30.136,84.0,1.6071428571428572,,,-65.11017640431722,0.3329648673534393,0.6225561002890269,4.0,19.5,60.5,6.398978630701701,2.674458086490631,6.123142490784328,0.4049323424696922,18.200000000000003,13.96
2712,2023,2,2.0780666666666665,5.209047619047619,8.599655172413792,-3.3906075533661726,13.333333333333334,36.242004635505474,0.1513793103448275,30,249,1,1,92.2222222222222,21,70.0,68.44918282081683,1.55081717918317,22.32148375696677,52.90156613938758,0.103,0.0,0.063,1.0,249.0,1.0,15.0,11.266563,145.0,2.0,6.0,0.6341189,15.0,11.266563,3.0,0.0,0.0,-2.3744743,5.0,25.544,52.0,0.0961538461538461,,,-181.83245627085367,0.333001509308815,0.5251083920399348,4.0,20.0,66.33333333333333,4.238430817921956,0.1987041433652242,4.646808236837387,0.3715990061561267,13.96,28.36
2713,2023,2,3.040775,6.8765625,6.625135135135135,0.251427364864865,7.317073170731707,38.17558643950346,-1.888378378378378,41,328,2,0,116.26016260162602,32,78.04878048780488,61.60531886739702,16.44346162040786,22.55619806017902,40.643142102942775,0.0,0.105,0.311,1.0,328.0,2.0,18.0,14.86927,82.0,2.0,7.0,1.5747843,18.0,14.86927,20.0,0.0,0.0,-0.68768007,39.0,32.936,84.0,0.4642857142857143,,,-288.03627077738446,0.3520650615294774,0.5770590752363205,4.166666666666667,21.666666666666668,41.5,2.5292086601257324,0.950476050376892,-2.172198454538981,0.4217282781998316,21.12,15.84
2715,2023,2,2.8814358974358982,5.473703703703704,5.613235294117647,-0.1395315904139433,0.0,42.57008574104592,-4.4750000000000005,39,299,2,0,108.81410256410255,27,69.23076923076923,68.5831598746471,0.6476093561221319,19.240790688832654,42.57008574104592,0.029,0.029,0.178,1.0,299.0,2.0,11.0,7.2494006,122.0,2.0,11.0,5.1678767,11.0,7.2494006,13.0,0.0,1.0,2.0769496,144.0,22.834,19.0,7.578947368421052,,,-53.06516710917155,0.3339668810367584,0.6523786981900533,4.5,19.83333333333333,43.66666666666666,2.8627174695332847,0.6363784571488699,-0.9196866353352864,0.3383949461082617,19.96,6.8
2716,2023,2,2.4104000000000005,6.082352941176471,8.905,-2.822647058823528,12.0,37.68062234093274,0.8633333333333333,25,206,0,0,93.08333333333336,17,68.0,67.4288991689682,0.5711008310317993,22.529736000761087,43.92216410879591,0.042,0.25,0.192,1.0,206.0,0.0,11.0,3.2599137,159.0,3.0,8.0,4.244892,11.0,3.2599137,5.0,1.0,2.0,2.6632426,262.0,23.723,19.0,13.789473684210526,,,-19.518614451090496,0.3197403997182846,0.6074562271436056,3.333333333333333,20.33333333333333,55.833333333333336,3.1911145051320395,2.6526552041371665,-1.741778661807378,0.4343584701418876,8.24,20.4
2717,2023,2,2.9878235294117648,6.025769230769232,7.485000000000001,-1.4592307692307696,11.76470588235294,44.96494745910418,-1.3587500000000003,34,317,1,0,114.46078431372548,26,76.47058823529412,62.3605538817013,14.110034353592816,20.134487021730983,44.96494745910418,0.031,0.094,0.162,1.0,317.0,1.0,10.0,13.258485,120.0,1.0,8.0,-1.2341223,10.0,13.258485,17.0,0.0,0.0,-2.5495799,1.0,28.427,84.0,0.0119047619047619,,,231.25963592529297,0.3424700597922007,0.5306572342912356,3.0,23.5,48.833333333333336,0.6604111194610596,0.568045382698377,1.643950382868449,0.4508547137180964,16.68,9.84
2718,2023,2,2.8951750000000005,5.549999999999999,9.81475,-4.264750000000001,17.5,35.54225091352544,-0.1852500000000005,40,235,1,1,70.3125,22,55.00000000000001,61.14281457848847,-6.142814578488462,23.362066696797815,61.64544833156784,0.075,0.225,0.265,1.0,235.0,1.0,12.0,-15.953177,198.0,1.0,7.0,-1.3676109,12.0,-15.953177,22.0,0.0,2.0,-4.5536766,12.0,28.011,84.0,0.1428571428571428,,,30.54348882039388,0.3147402207056681,0.6032028396924337,3.5,19.166666666666668,52.833333333333336,4.280809720357259,2.9697398940722146,-1.892687290906906,0.4449404825766881,13.4,19.56
2719,2023,2,2.8248918918918924,8.27576923076923,9.76,-1.48423076923077,18.91891891891892,50.9718137797744,0.9314285714285712,37,321,2,1,103.5472972972973,26,70.27027027027027,60.51550326315133,9.75476700711895,22.024946758178068,53.36638361365702,0.029,0.086,0.178,1.0,321.0,2.0,15.0,8.180348,127.0,2.0,10.0,6.719742,15.0,8.180348,59.0,1.0,5.0,7.5556,6.0,26.308,68.0,0.088235294117647,,,97.81932322184244,0.3443793406089147,0.5053853193918864,4.666666666666667,19.666666666666668,40.333333333333336,-0.0528399478644132,0.0969972908496856,-6.3527731994787855,0.3389804661273956,20.84,5.48
2720,2023,2,3.026413793103448,6.186875000000001,7.145357142857144,-0.9584821428571432,6.896551724137931,31.563399690147456,-3.676071428571429,29,211,1,2,61.13505747126437,16,55.172413793103445,67.2211617231369,-12.048747930033455,21.56964853913264,32.49252221665779,0.036,0.179,0.314,1.0,211.0,1.0,9.0,-8.620328,67.0,1.0,5.0,0.21787646,9.0,-8.620328,3.0,1.0,1.0,-1.8568759,11.0,24.537,36.0,0.3055555555555556,,,-57.814895947774254,0.3177545418341954,0.6625292301177979,3.8333333333333335,18.33333333333333,52.66666666666666,6.187468369801839,3.36493057012558,3.708114335934321,0.4041386917233467,12.44,7.96
2721,2023,2,3.200375,7.12125,8.690000000000001,-1.5687500000000014,16.666666666666664,33.777165363600304,0.2986956521739132,24,185,1,2,68.92361111111111,16,66.66666666666666,65.91555823882422,0.7511084278424391,21.14877350008629,54.708876793441846,0.0,0.174,0.08,1.0,185.0,1.0,10.0,-2.0070987,55.0,0.0,2.0,-8.178144,10.0,-2.0070987,1.0,0.0,0.0,-0.4357752,62.0,31.874,84.0,0.7380952380952381,,,112.92648061116536,0.3315946906805038,0.5118412474791209,3.8333333333333335,19.5,44.66666666666666,0.2533110777537028,-0.512797474861145,-4.984465887149175,0.4074404786030451,11.4,20.96
2722,2023,2,2.620194444444445,7.180476190476192,8.456666666666667,-1.2761904761904752,11.11111111111111,49.55088798397058,0.9112121212121218,36,228,0,1,65.50925925925925,21,58.333333333333336,62.5735391345289,-4.240205801195565,21.848885134064727,49.55088798397058,0.029,0.176,0.15,0.9,236.0,0.0,11.0,-1.6087751,134.0,2.0,10.0,1.6757361,11.0,-2.1891074,-4.0,0.0,0.0,-2.747718,36.0,32.476,84.0,0.4285714285714285,,,-87.9388427734375,0.3535813987255096,0.4273622582356135,3.6666666666666665,22.666666666666668,39.333333333333336,-7.095510818685095,-3.760926713546117,-8.44740511973699,0.4415826524297396,9.12,8.120000000000001
2723,2023,2,3.423322580645161,10.910555555555556,10.730000000000002,0.1805555555555535,3.125,60.10965396672984,1.8411111111111127,32,308,3,1,107.29166666666669,18,56.25,59.39176748506725,-3.1417674850672483,23.05764472340593,60.10965396672984,0.0,0.259,0.333,1.0,308.0,3.0,8.0,3.3465052,122.0,1.0,10.0,5.8888226,8.0,3.3465052,56.0,0.0,6.0,6.4628716,75.0,34.798,84.0,0.8928571428571429,,,396.9188702901204,0.345195859670639,0.6149261047442754,2.833333333333333,23.83333333333333,51.0,4.239795923233032,1.0018797566493352,1.7249009609222412,0.3710567317903042,24.32,16.240000000000002
2724,2023,2,2.9038666666666666,4.2573333333333325,5.869999999999999,-1.6126666666666667,20.0,31.08276853821101,-3.8541379310344825,30,222,1,1,71.80555555555556,15,50.0,62.53898517539104,-12.53898517539104,19.3834314651131,48.40077788631087,0.069,0.207,0.344,1.0,222.0,1.0,6.0,-7.772113,55.0,0.0,3.0,-7.377056,6.0,-7.772113,-6.0,0.0,0.0,-3.5080678,20.0,25.284,19.0,1.0526315789473684,,,-158.06596597035727,0.3356647491455078,0.5319715291261673,4.333333333333333,18.166666666666668,53.0,3.94069230556488,0.1987041433652242,4.646808236837387,0.3671347225705783,12.88,17.4
2725,2023,2,2.505791666666666,8.651999999999997,8.280833333333334,0.3711666666666637,8.333333333333332,62.2146132351556,0.1975000000000005,24,246,1,0,123.26388888888889,20,83.33333333333334,72.24264529844126,11.090688034892082,20.17044171188919,62.2146132351556,0.083,0.042,0.172,1.0,246.0,1.0,9.0,1.4567641,141.0,2.0,10.0,-0.7864492,9.0,1.4567641,12.0,1.0,1.0,1.7393413,8.0,35.14,85.0,0.0941176470588235,,,-218.4181489944458,0.3377131074666977,0.5500323623418808,4.5,18.166666666666668,51.333333333333336,6.136750857035319,1.2773568431536355,4.629970322052638,0.4070207625627517,13.84,4.16
2726,2023,2,2.7756829268292686,6.868518518518517,10.57846153846154,-3.709943019943024,21.951219512195124,51.48303506981693,2.5271794871794864,41,305,2,0,104.21747967479676,27,65.85365853658537,58.94047207221752,6.913186464367854,24.399556211226987,54.05327742144782,0.026,0.154,0.114,1.0,305.0,2.0,14.0,9.264942,61.0,0.0,4.0,-4.230712,14.0,9.264942,0.0,0.0,0.0,-1.5364234,6.0,25.522,52.0,0.1153846153846153,,,79.66619491577148,0.3367440551519394,0.4512650320927302,5.166666666666667,18.0,40.0,-0.2736395529160897,0.4901855587959289,-6.332544445991516,0.3005817780892054,20.200000000000003,28.2
2727,2023,2,2.890818181818182,6.611935483870968,7.251627906976744,-0.6396924231057763,15.909090909090908,47.70687686277525,-1.4460465116279069,44,364,4,0,125.56818181818184,31,70.45454545454545,64.39912684939124,6.055418605154216,21.290146661576244,47.70687686277525,0.068,0.182,0.239,1.0,364.0,4.0,19.0,17.481337,28.0,0.0,0.0,-6.570668,19.0,17.481337,0.0,0.0,0.0,,102.0,35.069,84.0,1.2142857142857142,,,181.74827829996744,0.3249603360891342,0.5752668529748917,3.5,18.83333333333333,43.66666666666666,1.8281462987264,2.429734210173289,-5.025957554578781,0.4345238159100215,30.56,26.68
2728,2023,2,2.9036756756756765,4.06774193548387,4.933333333333334,-0.8655913978494638,10.81081081081081,33.08329185555754,-2.288888888888889,37,274,3,0,124.54954954954955,31,83.78378378378379,74.44637949402268,9.33740428976111,18.43642210488484,33.08329185555754,0.028,0.083,0.103,0.0,274.0,3.0,17.0,13.2176075,183.0,2.0,10.0,6.541146,17.0,13.2176075,7.0,0.0,2.0,3.7349756,7.0,27.324,84.0,0.0833333333333333,,,-33.680047353108726,0.3480757822593053,0.6833881537119547,3.5,23.166666666666668,47.66666666666666,7.46648387114207,4.691391477982204,0.8562086423238119,0.3805194906890392,22.96,22.96
2729,2023,2,2.9036756756756765,4.06774193548387,4.933333333333334,-0.8655913978494638,10.81081081081081,33.08329185555754,-2.288888888888889,37,274,3,0,124.54954954954955,31,83.78378378378379,74.44637949402268,9.33740428976111,18.43642210488484,33.08329185555754,0.028,0.083,0.103,0.95,274.0,3.0,17.0,13.2176075,183.0,2.0,10.0,6.541146,17.0,13.2176075,7.0,0.0,2.0,3.7349756,7.0,27.324,84.0,0.0833333333333333,,,-33.680047353108726,0.3480757822593053,0.6833881537119547,3.5,23.166666666666668,47.66666666666666,7.46648387114207,4.691391477982204,0.8562086423238119,0.3805194906890392,22.96,12.72
2731,2023,2,2.42980487804878,4.380909090909092,7.73225,-3.3513409090909088,19.51219512195122,47.128405447245925,-0.1927499999999994,41,216,0,0,68.75,22,53.65853658536586,65.09987127671882,-11.441334691352957,20.94096931258461,52.727788688698105,0.075,0.25,0.354,1.0,215.0,0.0,14.0,-13.865792,74.0,0.0,1.0,-7.5862927,14.0,-12.625912,26.0,0.0,1.0,-6.257801,1.0,23.948,36.0,0.0277777777777777,,,2.3268229166666665,0.3519837260246277,0.4588133990764618,3.8333333333333335,22.0,40.16666666666666,-7.329272129262487,-5.661251882712047,-7.690360009670258,0.4054715409874916,8.64,15.16
2732,2023,2,3.1701538461538465,6.368333333333332,10.398400000000002,-4.03006666666667,7.4074074074074066,26.95225593526449,0.6384000000000001,27,170,1,3,38.117283950617285,12,44.44444444444444,56.49005693418009,-12.045612489735646,21.890942448594917,53.216886417752775,0.12,0.24,0.265,1.0,170.0,1.0,6.0,-18.485197,64.0,0.0,4.0,-7.8157563,6.0,-18.485197,36.0,0.0,2.0,-0.67632675,2.0,24.123,36.0,0.0555555555555555,,,-199.62451362609863,0.3336277306079864,0.5813993364572525,4.5,19.33333333333333,40.66666666666666,2.990534941355387,0.9419025580088296,-2.2640770276387534,0.3550616117815177,10.8,6.28
2733,2023,2,3.1224545454545454,3.1172727272727285,5.799032258064518,-2.681759530791789,9.090909090909092,33.128448499741125,-2.8138709677419347,33,153,1,0,87.0580808080808,22,66.66666666666666,66.556573546294,0.1100931203726531,19.25864460733667,36.10452880179992,0.032,0.194,0.282,0.98,153.0,1.0,8.0,-12.327377,100.0,0.0,4.0,2.9223187,8.0,-12.327377,34.0,0.0,1.0,3.0443385,1.0,22.149,2.0,0.5,,,-86.01844278971355,0.3493945300579071,0.4439381013313929,3.6666666666666665,21.33333333333333,40.5,-8.249677975972494,-6.52430244286855,-7.64884227514267,0.4292810658613841,10.12,8.16
2735,2023,2,2.56956,5.384285714285715,8.4348,-3.050514285714284,28.000000000000004,34.5013289599111,-0.1651999999999994,25,151,3,0,113.5,14,56.00000000000001,65.27104151248932,-9.271041512489312,22.078210525607464,45.3585625874542,0.0,0.24,0.111,1.0,151.0,3.0,10.0,2.6311388,84.0,0.0,4.0,-0.24453211,10.0,2.6311388,23.0,0.0,1.0,3.143874,26.0,24.873,52.0,0.5,,,4.50231393178304,0.3150361329317093,0.6118032534917196,4.0,17.333333333333332,57.833333333333336,7.339221398035685,4.91265195608139,3.9144090910752616,0.3930275812745094,18.04,14.36
2736,2023,2,2.8535161290322577,6.396190476190476,7.909310344827585,-1.5131198686371086,16.129032258064516,36.73905006937441,-1.7803448275862073,31,228,1,0,99.93279569892474,21,67.74193548387096,64.23689641298786,3.5050390708831003,21.77828284437024,50.59005139352993,0.032,0.194,0.219,1.0,228.0,1.0,11.0,7.4308853,151.0,2.0,10.0,2.3662171,11.0,7.4308853,41.0,1.0,3.0,4.716708,135.0,28.641,85.0,1.588235294117647,,,22.159693400065105,0.3403843988974889,0.4077437271674474,3.8333333333333335,21.33333333333333,48.333333333333336,-7.286296606063843,-5.214988509813945,-8.032291382551193,0.4149592767159144,13.12,11.56
2738,2023,2,3.041177777777778,8.979000000000001,10.219302325581396,-1.2403023255813963,6.382978723404255,35.967932940328936,1.4983720930232567,47,384,2,0,103.5017730496454,30,63.82978723404256,59.58730182907684,4.24248540496572,22.557328417316523,36.1076016927184,0.023,0.233,0.352,1.0,384.0,2.0,18.0,7.303066,52.0,0.0,3.0,-8.756141,18.0,7.303066,1.0,0.0,0.0,-2.485749,2.0,21.955,2.0,1.0,,,-266.1532491048177,0.3611685882012049,0.4342182526985804,3.0,23.33333333333333,39.833333333333336,-6.330000592395663,-2.51310353477796,-6.7550870676835375,0.4353326534231503,23.36,19.200000000000003
2739,2023,3,3.021136363636364,5.222727272727272,14.767,-9.544272727272729,22.727272727272727,39.4532482819856,7.717,22,99,1,1,58.7121212121212,11,50.0,48.65102164277976,1.3489783572202398,29.35676085926236,53.503746597785096,0.05,0.3,0.3,1.0,99.0,1.0,5.0,-13.247833,116.0,0.0,6.0,2.051218,5.0,-13.247833,47.0,0.0,4.0,1.527965,11.0,24.556,37.0,0.2972972972972973,,,20.991504669189453,0.3531074821949005,0.6684141705433527,3.5,21.166666666666668,65.16666666666667,12.880126476287842,2.0475198229153952,8.088928461074829,0.4084630707899729,7.96,29.4
2740,2023,3,2.98462,6.662812500000001,8.098125000000001,-1.4353125000000002,10.0,39.14964239938853,-0.3185416666666658,50,367,3,1,97.66666666666669,32,64.0,64.78361818939447,-0.783618189394474,20.98367068023951,43.64473049521556,0.02,0.204,0.327,1.0,367.0,3.0,15.0,1.4202403,130.0,0.0,7.0,4.4864993,15.0,1.4202403,10.0,0.0,0.0,2.6894994,102.0,35.097,85.0,1.2,,,61.1379140218099,0.3385374695062637,0.4988834857940674,4.0,21.666666666666668,78.66666666666667,-3.5487147172292075,5.106734921534856,-8.230080803235372,0.3965563029050827,26.68,13.56
2741,2023,3,2.5076000000000005,4.205384615384615,9.298333333333334,-5.092948717948719,16.0,42.73871897939853,0.6316666666666663,25,104,0,0,62.75000000000001,13,52.0,59.43837440013886,-7.438374400138862,22.529955137309788,48.582108846776094,0.083,0.25,0.333,0.96,104.0,0.0,5.0,-14.025612,26.0,0.0,0.0,-5.683573,5.0,-14.025612,0.0,0.0,0.0,,8.0,35.159,86.0,0.0930232558139534,,,-274.68686548868817,0.3308557371298472,0.6637685323754946,4.166666666666667,18.166666666666668,62.16666666666666,19.77280390262604,3.787708689769109,14.754040857156118,0.410416675110658,4.16,13.6
2742,2023,3,2.7603636363636364,6.31125,7.2609375,-0.9496874999999996,9.090909090909092,46.09905096637024,-0.6765625,33,272,3,0,127.3358585858586,24,72.72727272727273,70.31621539005728,2.4110573372154533,20.46954487900787,46.09905096637024,0.094,0.125,0.111,0.73,303.0,3.0,16.0,14.211285,153.0,2.0,12.0,0.52455294,14.0,20.91733,28.0,0.0,2.0,1.3370473,10.0,28.019,85.0,0.1176470588235294,,,172.63739267985025,0.3586573700110118,0.4945047174890836,3.0,22.666666666666668,42.16666666666666,1.8040210405985515,-2.304296061396599,4.362103700637817,0.5412698537111282,22.880000000000003,12.12
2745,2023,3,2.7788181818181816,7.935454545454546,11.779534883720933,-3.8440803382663855,34.090909090909086,43.99070924638519,3.314418604651164,44,259,1,1,66.38257575757575,22,50.0,58.91390249810436,-8.913902498104356,25.89494802440336,53.167306683713065,0.047,0.163,0.245,1.0,259.0,1.0,13.0,-2.9644089,95.0,1.0,5.0,1.365948,13.0,-2.9644089,39.0,1.0,2.0,4.070307,26.0,24.893,53.0,0.490566037735849,,,86.01182047526042,0.3620266666014989,0.5792450631658236,3.8333333333333335,21.33333333333333,69.16666666666667,10.92425580819448,2.475818708539009,6.965656499067943,0.3992038120826085,14.36,13.84
2747,2023,3,2.2896875000000003,7.233000000000001,8.76125,-1.528249999999999,25.0,38.32453261293607,-0.3637500000000004,16,101,0,0,80.46875,10,62.5,62.34211754053831,0.157882459461689,21.689636584908214,46.94218678331891,0.0,0.188,0.176,0.38,204.0,1.0,9.0,-2.4450233,77.0,0.0,5.0,-0.8648121,3.0,-2.5194902,0.0,0.0,0.0,,1.0,29.714,85.0,0.0117647058823529,,,59.91903432210287,0.3107915570338567,0.4575025240580241,5.666666666666667,16.5,51.16666666666666,-0.0696159601211547,2.7428617676099143,-3.0049051642417908,0.3828377872705459,4.04,12.88
2748,2023,3,3.2229142857142854,4.485555555555555,7.198620689655172,-2.713065134099617,19.444444444444446,32.38883295211484,-2.215172413793104,36,157,0,0,61.92129629629629,18,50.0,49.92493924995263,0.0750607500473705,22.30882634241993,63.71952604971258,0.069,0.138,0.375,1.0,157.0,0.0,6.0,-15.248782,38.0,1.0,5.0,-7.152805,6.0,-15.248782,1.0,0.0,0.0,-1.3188322,2.0,24.142,37.0,0.054054054054054,,,-124.03934987386069,0.327823057770729,0.5232777545849482,4.166666666666667,19.5,45.5,10.394646247227987,2.845289329687754,4.568189740180969,0.353474773466587,6.28,17.8
2749,2023,3,2.8939000000000004,6.532499999999999,8.65896551724138,-2.1264655172413818,16.666666666666664,51.75586536809138,0.5900000000000003,30,280,2,0,118.75,20,66.66666666666666,62.78769999742509,3.8789666692415703,21.982633881462093,51.75586536809138,0.069,0.207,0.194,1.0,280.0,2.0,11.0,14.348351,86.0,1.0,4.0,-2.0211372,11.0,14.348351,14.0,0.0,1.0,1.1479281,2.0,21.974,3.0,0.6666666666666666,,,-1.7802696228027344,0.3139821141958236,0.5521593416730562,5.5,16.5,51.833333333333336,3.171668450037638,2.955909033616384,-0.191900889078776,0.3828377872705459,19.200000000000003,20.24
2750,2023,3,2.5417499999999995,4.817037037037036,6.715526315789473,-1.8984892787524377,10.0,39.69969269402472,-1.7318421052631578,40,279,1,1,85.3125,27,67.5,64.52376183122396,2.9762381687760358,19.992429932823285,40.79868747888833,0.105,0.105,0.19,0.93,288.0,1.0,13.0,2.6320093,116.0,1.0,8.0,-1.7489475,12.0,2.205136,12.0,0.0,1.0,-1.0428613,1.0,23.967,37.0,0.027027027027027,,,213.10940297444665,0.3234616418679555,0.4530949120720227,4.666666666666667,17.333333333333332,59.333333333333336,-3.132012565930685,2.9938836147387824,-2.2400030493736267,0.3767649134000142,15.16,12.28
2751,2023,3,3.0263783783783778,6.360869565217393,9.262285714285715,-2.9014161490683223,10.81081081081081,37.440646361942,1.3480000000000003,37,277,1,2,71.56531531531533,23,62.16216216216216,65.47223410090885,-3.310071938746688,22.98193951961948,52.83962244376846,0.057,0.229,0.2,1.0,277.0,1.0,13.0,1.7553614,201.0,1.0,12.0,5.3787775,13.0,1.7553614,28.0,1.0,6.0,3.2554286,53.0,25.133,53.0,1.0,,,-149.5800641377767,0.3389779527982076,0.5460023308793703,3.5,20.83333333333333,64.66666666666667,11.421328663825989,1.6707725922266643,9.019013861815134,0.4590277845660845,15.08,20.76
